sentence,sentence_clean,gold_label,label_id
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
Duplicate maal.....Saag hoina chari amilo ghas umriyo...,duplicate maal saag hoina chari amilo ghas umriyo,negative,0
Dami….👍👍👍,dami,positive,1
2 litre ko bhanera order gareko.. auda 1.8litre ko matra aayo,litre ko bhanera order gareko auda litre ko matra aayo,negative,0
547 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
hoiyaaa,hoiyaaa,neutral,2
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
"dherai nai ramro, mulayam chha jinis. malai chai man paryo",dherai nai ramro mulayam chha jinis malai chai man paryo,positive,1
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
colour  ali chado jany raixa,colour ali chado jany raixa,negative,0
Bluetooth bigreko parexa check garerw dinu parxa nii,bluetooth bigreko parexa check garerw dinu parxa nii,negative,0
Daami xa price anusar,daami xa price anusar,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
ek daami ramro xa delivery dheri chito auuxa under 30hrs,ek daami ramro xa delivery dheri chito auuxa under hrs,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Eauta thulo Eauta sano thyo !!\nEautai eautai size ko pathaunu ni!!,eauta thulo eauta sano thyo neautai eautai size ko pathaunu ni,negative,0
Color ni mithoo ramrooo xa,color ni mithoo ramrooo xa,positive,1
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
Charge nai tikirako xaina yrr 3/4 ghanta charge garda ni light ekxin mai nivihalxa,charge nai tikirako xaina yrr ghanta charge garda ni light ekxin mai nivihalxa,negative,0
good ramroi cha tara haat bhanda sano raicha☹️,good ramroi cha tara haat bhanda sano raicha,positive,1
dami. ramro xa,dami ramro xa,positive,1
expect Gareko jastai clean.. ekdam ramro raichha.,expect gareko jastai clean ekdam ramro raichha,positive,1
Eauta thulo Eauta sano thyo !!\nEautai eautai size ko pathaunu ni!!,eauta thulo eauta sano thyo neautai eautai size ko pathaunu ni,negative,0
dami dami ekdam ramro lagyo♥️,dami dami ekdam ramro lagyo,positive,1
Aali kati sano vayo but okeeee..,aali kati sano vayo but okeeee,positive,1
I love It 💞 derai ramro lagyo \nJay Shree Bholebaba,i love it derai ramro lagyo njay shree bholebaba,positive,1
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
dammi lagyo,dammi lagyo,positive,1
Good Product 2 Years Dekhi use gareko chhu but daily use hudaina tikau thikai chh,good product years dekhi use gareko chhu but daily use hudaina tikau thikai chh,positive,1
553 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
Dherai ramro lagyo duitai light❤️,dherai ramro lagyo duitai light,positive,1
2/4din use garera review garaula hai,din use garera review garaula hai,neutral,2
good\nramro xa\naley delay vayo \n,good nramro xa naley delay vayo n,positive,1
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,negative,0
folding wala van thaneko ta. . hoina rahex. . sano x  . led ni battery halnu parne rahex. . ali chitta bujhena,folding wala van thaneko ta hoina rahex sano x led ni battery halnu parne rahex ali chitta bujhena,negative,0
ekdam ramro chha,ekdam ramro chha,positive,1
Good Sasto sabai thik chha,good sasto sabai thik chha,positive,1
At least colourful pathaunu vako vaye hunthyo.. white pathaidinu vayexa.. bt thikai xa,at least colourful pathaunu vako vaye hunthyo white pathaidinu vayexa bt thikai xa,positive,1
ekdamai khatra xa product\nphoto ma jasto xa testai xa❤️,ekdamai khatra xa product nphoto ma jasto xa testai xa,positive,1
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
awaesome product पहिलो पटक दराज बाट कुनै सामान अर्डर गरेको दोस्रो दिनमै KTM बाट धनगढी पुगेको । गिजरमा पानिको प्रेसर नपुग्ने समस्या थियो समाधान भयो । धन्यबाद,awaesome product ktm,positive,1
derai ramro xa ❣❣❣,derai ramro xa,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
ekdam ramro lagyo malai hajurharule Pani purchase garda hunxa,ekdam ramro lagyo malai hajurharule pani purchase garda hunxa,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
ekdam ramroo,ekdam ramroo,positive,1
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
dami xw,dami xw,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
30 ml bhanera 15 ml pathako cha,ml bhanera ml pathako cha,negative,0
haathi aayo haathi aayo fusa \n\nimage ma aarkae delivery ma jhan sano \nat least size ta mentioned garnu ni,haathi aayo haathi aayo fusa n nimage ma aarkae delivery ma jhan sano nat least size ta mentioned garnu ni,negative,0
ekdam mitho ramro pareko chha,ekdam mitho ramro pareko chha,positive,1
Duplicate maal.....Saag hoina chari amilo ghas umriyo...,duplicate maal saag hoina chari amilo ghas umriyo,negative,0
babal xa,babal xa,positive,1
Impressed,impressed,positive,1
Awesome thanks masala beads & daraz,awesome thanks masala beads daraz,positive,1
Dherai ramro product,dherai ramro product,positive,1
Dami Xa Expect Gareko Ko Jastai Xa Vaule For Money!!,dami xa expect gareko ko jastai xa vaule for money,positive,1
Duplicate maal.....Saag hoina chari amilo ghas umriyo...,duplicate maal saag hoina chari amilo ghas umriyo,negative,0
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
ekdam ramro xa loved it,ekdam ramro xa loved it,positive,1
ekdamai khatra xa product\nphoto ma jasto xa testai xa❤️,ekdamai khatra xa product nphoto ma jasto xa testai xa,positive,1
4ota ma 1ota port le Kam nai ghardina🤔😥😥😥😥😥,ota ma ota port le kam nai ghardina,negative,0
ekdamai ramro lagyo... quality pani ramro xa .. loved it,ekdamai ramro lagyo quality pani ramro xa loved it,positive,1
dami. ramro xa,dami ramro xa,positive,1
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
dekayeko jasto deliver vayena. ekdam hard chha. ani paisaa liye anusaar ko facility pani chaina screen safa garna liquid etc kehi pani chaina...,dekayeko jasto deliver vayena ekdam hard chha ani paisaa liye anusaar ko facility pani chaina screen safa garna liquid etc kehi pani chaina,negative,0
cadeve ko Banara hitech ko patako xa.\n naramro,cadeve ko banara hitech ko patako xa n naramro,negative,0
Dami👊🩸,dami,positive,1
Alikati maila xa but cute,alikati maila xa but cute,neutral,2
ek dam damii xah jasto vniko thiya tesatai aako xah,ek dam damii xah jasto vniko thiya tesatai aako xah,positive,1
Ghatiya earphone ever. Paisa lige paxi thorai kaam lagni ta dine garnu.,ghatiya earphone ever paisa lige paxi thorai kaam lagni ta dine garnu,negative,0
hello namaste .\nmaele newborn ko shoes order gareko ulto parexa  return garnu paryo,hello namaste nmaele newborn ko shoes order gareko ulto parexa return garnu paryo,negative,0
ekdamai ramro xa 😍,ekdamai ramro xa,positive,1
Dami… 👌😎❤️,dami,positive,1
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
"Gemei Order gareko Geemy aayo, yo fraud vayana Ra?",gemei order gareko geemy aayo yo fraud vayana ra,negative,0
Ekdamaii man paryoo,ekdamaii man paryoo,positive,1
dherai ramro,dherai ramro,positive,1
Ekdamaii man paryoo,ekdamaii man paryoo,positive,1
"Feeling annoying, yo mathiko gantees loose xa khali mathi sareko saraii garnu parne kasto product pathako ho yo... toit... hat ko exercise hune raxa khali mathi tala mathi tala😤😤😤",feeling annoying yo mathiko gantees loose xa khali mathi sareko saraii garnu parne kasto product pathako ho yo toit hat ko exercise hune raxa khali mathi tala mathi tala,negative,0
grey magako phatako red xa yrr k aalu jsto gareako jsto magako tyestai phataye dina pardaina,grey magako phatako red xa yrr k aalu jsto gareako jsto magako tyestai phataye dina pardaina,negative,0
Aru le lagaisakeko fohor jutta pathako asto pani hunxa?,aru le lagaisakeko fohor jutta pathako asto pani hunxa,negative,0
dupe vayeni ramro xa,dupe vayeni ramro xa,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
dherai ramro,dherai ramro,positive,1
gooood,gooood,positive,1
gooood,gooood,positive,1
Derai Ramro,derai ramro,positive,1
ekdam ramro chha hajur le Pani dhukka Saath kinda hunxa,ekdam ramro chha hajur le pani dhukka saath kind of hunxa,positive,1
"Euta kattu ko silaai bigreko chha, online ma yei samasya bhairachha ke, bigreka defective piece saltaune seller ko behora le garda online shopping badnam chha. Daraz is great tara jaba samma sellers ko niyat sudhranna estai bhairanchha. I know packaging garne ko galti hola, sahi ji le ali kada urdi dina paryo, \""online delivery ko lagi pathaune san ko quality RAMRO huna paryo\"" bhanera. Customer sgadi chhaina inspect garna bhandaima thagi ra hepai ko niyat rakhna bhayena. Return policy chha, i know, tara euta jabo saman ko pachhadi kati din kudnu ke hami!? Euta naramro, aru duita ramro chha. Chij daam anusar thik chha.",euta kattu ko silaai bigreko chha online ma yei samasya bhairachha ke bigreka defective piece saltaune seller ko behora le garda online shopping badnam chha daraz is great tara jaba samma sellers ko niyat sudhranna estai bhairanchha i know packaging garne ko galti hola sahi ji le ali kada urdi dina paryo online delivery ko lagi pathaune san ko quality ramro huna paryo bhanera customer sgadi chhaina inspect garna bhandaima thagi ra hepai ko niyat rakhna bhayena return policy chha i know tara euta jabo saman ko pachhadi kati din kudnu ke hami euta naramro aru duita ramro chha chij daam anusar thik chha,negative,0
Ekdamaii man paryoo,ekdamaii man paryoo,positive,1
alik sano raicha but its great 2 jana lai thikka huncha,alik sano raicha but its great jana lai thikka huncha,neutral,2
😍 got it and love it ! ❤️ suruma  tah la stickers ra charm tah raina xa aauta daekhayaera aarko bachyo 😫 lagyathyo but bhitra raixa 😝 ani aarko kura 6 ota charm hunu parnaema 4 ota matra pathaunu vako raixa 😞 otherthen that its wow 🥰,got it and love it suruma tah la stickers ra charm tah raina xa aauta daekhayaera aarko bachyo lagyathyo but bhitra raixa ani aarko kura ota charm hunu parnaema ota matra pathaunu vako raixa otherthen that its wow,positive,1
glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,negative,0
Dami🥰🥰,dami,positive,1
dami dami ekdam ramro lagyo♥️,dami dami ekdam ramro lagyo,positive,1
dherai ramro xa,dherai ramro xa,positive,1
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
"Halda auta side matra balyo,but remote le kam garena",halda auta side matra balyo but remote le kam garena,negative,0
Damaged,damaged,negative,0
5 ota na chalne aayo thiyo \n45  bhane ramro nai xa,ota na chalne aayo thiyo n bhane ramro nai xa,positive,1
Dami Xa Expect Gareko Ko Jastai Xa Vaule For Money!!,dami xa expect gareko ko jastai xa vaule for money,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
"dherai ramro xa ta vandai na ma tara, pisa aanusar product thikai xa. sano thino kaam chali halxa. and also packaging chai ramrai xa.",dherai ramro xa ta vandai na ma tara pisa aanusar product thikai xa sano thino kaam chali halxa and also packaging chai ramrai xa,positive,1
Charging Cable Hudo rahexa Vaaideko vaye raamro huntheyo . ON Garna Sensor System rahex Raamro laageyo . Overall Price anusar Raamro xa,charging cable hudo rahexa vaaideko vaye raamro huntheyo on garna sensor system rahex raamro laageyo overall price anusar raamro xa,positive,1
120 kg lai hunna dai lai gift dinu paro 😂😂😂,kg lai hunna dai lai gift dinu paro,neutral,2
dheraii naii sano xa yo ta...,dheraii naii sano xa yo ta,negative,0
Battery capacity 1800mAh vanerw ...1200mAh matraii aayo.\nYo chaii thika hoina😌🙄,battery capacity mah vanerw mah matraii aayo nyo chaii thika hoina,negative,0
derai ramro xa ❣❣❣,derai ramro xa,positive,1
gum ramro zaina baki ta jsto hunu parne tyestai xa,gum ramro zaina baki ta jsto hunu parne tyestai xa,negative,0
Alii sano bhayoo,alii sano bhayoo,negative,0
goodjob,goodjob,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
Chitta bujhdo xa,chitta bujhdo xa,positive,1
grea,grea,positive,1
glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,negative,0
Ekdamaii man paryoo,ekdamaii man paryoo,positive,1
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
Impressed,impressed,positive,1
dherai ramro xa kapda...lengh Ali kam xa so thulo height ko girls lai Ali na milna skxa,dherai ramro xa kapda lengh ali kam xa so thulo height ko girls lai ali na milna skxa,positive,1
Calming Tone up sunscream \npathauni maile \nMineral 100 calming  vanyeko,calming tone up sunscream npathauni maile nmineral calming vanyeko,negative,0
2/4din use garera review garaula hai,din use garera review garaula hai,neutral,2
As expected. Tysm 😊,as expected tysm,positive,1
dherai ramro xa,dherai ramro xa,positive,1
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
I love this product bt 4 ota ko thauma 3 ota matrai aayo kin euta chai pathauna  vuleko jasto xa 😔,i love this product bt ota ko thauma ota matrai aayo kin euta chai pathauna vuleko jasto xa,positive,1
"Halda auta side matra balyo,but remote le kam garena",halda auta side matra balyo but remote le kam garena,negative,0
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
damii,damii,positive,1
gajab,gajab,positive,1
Build quality ramro xw🌙\nDelivery chai ali dhila gardinu vayo🫡\nTwrw saman ramro xw worth it💰,build quality ramro xw ndelivery chai ali dhila gardinu vayo ntwrw saman ramro xw worth it,positive,1
cover ta thikai xa delievery charge badi vayo.,cover ta thikai xa delievery charge badi vayo,neutral,2
dammi,dammi,positive,1
euta ma Ali koreko raixa dotpen le... tei Pani thikai xa...,euta ma ali koreko raixa dotpen le tei pani thikai xa,positive,1
"duplicate saman pathayo, so disappointed kaam xaina chor haru...",duplicate saman pathayo so disappointed kaam xaina chor haru,negative,0
Book thik xa😀,book thik xa,positive,1
546 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
ekdam ramro lagyo❤️ delivery ni fast vayo sabai lay kinnu haii fully  satisfied xa❤️🥰,ekdam ramro lagyo delivery ni fast vayo sabai lay kinnu haii fully satisfied xa,positive,1
ekdam ramro lagyo ...review herera kineko...perfectly packed and delivered on time.,ekdam ramro lagyo review herera kineko perfectly packed and delivered on time,positive,1
ekdam ramro !!,ekdam ramro,positive,1
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
Ekdam ramro lagyo.\n,ekdam ramro lagyo n,positive,1
3 hour suruma chalx ani 1 hrs chalx,hour suruma chalx ani hrs chalx,negative,0
ekdam ramro lagyo❤️ delivery ni fast vayo sabai lay kinnu haii fully  satisfied xa❤️🥰,ekdam ramro lagyo delivery ni fast vayo sabai lay kinnu haii fully satisfied xa,positive,1
herda chhahi ramro lagyo Tara scooter ma chhahi fit nahola jasto xa ta,herda chhahi ramro lagyo tara scooter ma chhahi fit nahola jasto xa ta,neutral,2
damaged raixa repement garnu paryohh \n\nline nai aayanaa \n9843557301,damaged raixa repement garnu paryohh n nline nai aayanaa n,negative,0
good ramro xa prize anusarko,good ramro xa prize anusarko,positive,1
dami xa,dami xa,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
euta roller nai niskeko raixa....totally dissapointed,euta roller nai niskeko raixa totally dissapointed,negative,0
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
defected,defected,negative,0
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Ekdam Dami product lagyo malai thanks daraz🤝,ekdam dami product lagyo malai thanks daraz,positive,1
Dami xa kta ho kinda hunxa😚🔥,dami xa kta ho kind of hunxa,positive,1
Dami👊🩸,dami,positive,1
10 layers vanera 3layers pathayeko ani 3 layera ko ne 3ta dandi kaam tyo,layers vanera layers pathayeko ani layera ko ne ta dandi kaam tyo,negative,0
babal,babal,positive,1
expectations vs reality,expectations vs reality,negative,0
"Haina k ho esto? Chamal order gareko , tapaiharu vane malai Gahat daal pathaidine?🤦🏽🤦🏽🤦🏽",haina k ho esto chamal order gareko tapaiharu vane malai gahat daal pathaidine,negative,0
I loved it\ntq daraz,i loved it ntq daraz,positive,1
Ekdamai ramro product xa🥰🥰❤️,ekdamai ramro product xa,positive,1
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
Back side ma 2 thauma bhacheko chha\nBase ni fix thiyena.. \nKatti patak return garne ho daraz lae saman kindae return gardae basne ho..,back side ma thauma bhacheko chha nbase ni fix thiyena nkatti patak return garne ho daraz lae saman kindae return gardae basne ho,negative,0
dami lagyo ekdam thik xa ☺️,dami lagyo ekdam thik xa,positive,1
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,auta matra charger aio yeto garnu bhaiena ne hajur narko ko pani charger pathaunu paro,negative,0
"Haina k ho esto? Chamal order gareko , tapaiharu vane malai Gahat daal pathaidine?🤦🏽🤦🏽🤦🏽",haina k ho esto chamal order gareko tapaiharu vane malai gahat daal pathaidine,negative,0
babal xa,babal xa,positive,1
harayo yaar…tension vayo,harayo yaar tension vayo,positive,1
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
Ekdamei Raamro xa.,ekdamei raamro xa,positive,1
I loved it\ntq daraz,i loved it ntq daraz,positive,1
ekdam ramro product ❤️,ekdam ramro product,positive,1
bigreko saman pathayechha fataha raichha,bigreko saman pathayechha fataha raichha,negative,0
gajab,gajab,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
gr8,gr,positive,1
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
ekdamai ramro cha best quality xa. tara ringlight  socheko jati thulo xaina sano xa\n ani stand pani 7 fit samma gayena.tara pani thikai xa aaba dekhi yesto nahos🫴♥️,ekdamai ramro cha best quality xa tara ringlight socheko jati thulo xaina sano xa n ani stand pani fit samma gayena tara pani thikai xa aaba dekhi yesto nahos,positive,1
Color ni mithoo ramrooo xa,color ni mithoo ramrooo xa,positive,1
dherai ramro  xa tq,dherai ramro xa tq,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
Dharaiiiiiiiiiiii ramro xa ♥️ \nThank you daraz 🤝,dharaiiiiiiiiiiii ramro xa nthank you daraz,positive,1
Derai Ramro,derai ramro,positive,1
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
dagg lako pathako cha kasto kya Kati careless vako ??herera pathauna garo hunxa ho?,dagg lako pathako cha kasto kya kati careless vako herera pathauna garo hunxa ho,negative,0
Daaami,daaami,positive,1
dami,dami,positive,1
expired saman patauxha,expired saman patauxha,negative,0
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
At least colourful pathaunu vako vaye hunthyo.. white pathaidinu vayexa.. bt thikai xa,at least colourful pathaunu vako vaye hunthyo white pathaidinu vayexa bt thikai xa,positive,1
dami lago😍❤️\nvalue for money,dami lago nvalue for money,positive,1
dherai ramro  xa tq,dherai ramro xa tq,positive,1
ekdamaie sasto ani ramro,ekdamaie sasto ani ramro,positive,1
I wasn't expecting that gel 🤭🤭\nmailey Aja matra Saman pauni bittikai use gareko thiye ekdam man paryo aba heram Alli paxi samma Kasto banauxa vanerw🤭❤️\nmalai packaging ekdam man paryo ❤️❤️,i was not expecting that gel nmailey aja matra saman pauni bittikai use gareko thiye ekdam man paryo aba heram alli paxi samma kasto banauxa vanerw nmalai packaging ekdam man paryo,positive,1
dagg lako pathako cha kasto kya Kati careless vako ??herera pathauna garo hunxa ho?,dagg lako pathako cha kasto kya kati careless vako herera pathauna garo hunxa ho,negative,0
1 year paxi bigryo,year paxi bigryo,negative,0
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
book ramro xa but mero ma pg 135 dekhi 512 samma gayev raixa and 512 dekhi last samma book nai double xa \nreturn mageko xu \n\nferi order garda ramro rw complete aahoss,book ramro xa but mero ma pg dekhi samma gayev raixa and dekhi last samma book nai double xa nreturn mageko xu n nferi order garda ramro rw complete aahoss,negative,0
dammi,dammi,positive,1
10 layers vanera 3layers pathayeko ani 3 layera ko ne 3ta dandi kaam tyo,layers vanera layers pathayeko ani layera ko ne ta dandi kaam tyo,negative,0
ekdam ramro lagyu malai Yu products. feri malai order garnu xa Tara ahile Xena rhahexa. product ekdam ramro xa thankyou daraz. plz I want this product more.,ekdam ramro lagyu malai yu products feri malai order garnu xa tara ahile xena rhahexa product ekdam ramro xa thankyou daraz plz i want this product more,positive,1
Goldstar shoes never dissapoints me. Fits perfectly.,goldstar shoes never dissapoints me fits perfectly,positive,1
Aakdam ramro xa 🫣,aakdam ramro xa,positive,1
defected,defected,negative,0
45 cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,negative,0
ekdam ramro xa thank you ❤️,ekdam ramro xa thank you,positive,1
ekdam ramro battery,ekdam ramro battery,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
2 din mai bigriyo .,din mai bigriyo,negative,0
ekdam ramro battery,ekdam ramro battery,positive,1
"amazing products😊\nThanks,👌",amazing products nthanks,positive,1
ek dam damii xah jasto vniko thiya tesatai aako xah,ek dam damii xah jasto vniko thiya tesatai aako xah,positive,1
dherai ramro lagyo !,dherai ramro lagyo,positive,1
dherai ramro xa very nice ramro lagyo,dherai ramro xa very nice ramro lagyo,positive,1
awaesome product पहिलो पटक दराज बाट कुनै सामान अर्डर गरेको दोस्रो दिनमै KTM बाट धनगढी पुगेको । गिजरमा पानिको प्रेसर नपुग्ने समस्या थियो समाधान भयो । धन्यबाद,awaesome product ktm,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
Daami xa price anusar,daami xa price anusar,positive,1
Ali sano size lagiyo taraha ramro6,ali sano size lagiyo taraha ramro,positive,1
120 kg lai hunna dai lai gift dinu paro 😂😂😂,kg lai hunna dai lai gift dinu paro,neutral,2
Dammi xa products gaming ko lagi chai babal hune raixa fan noise ni teti saro xaina,dammi xa products gaming ko lagi chai babal hune raixa fan noise ni teti saro xaina,positive,1
Derai Ramro,derai ramro,positive,1
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
"app ma connect nai hudaina, kvako ho",app ma connect nai hudaina kvako ho,negative,0
cute lago ramro xa but on nai vayen,cute lago ramro xa but on nai vayen,positive,1
Ekdam ramro lagyo...color pani vaneko jasto pathaunuvo.thank you...,ekdam ramro lagyo color pani vaneko jasto pathaunuvo thank you,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
charge vaxain\nreturn garne xu,charge vaxain nreturn garne xu,negative,0
dammi lagyo,dammi lagyo,positive,1
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,auta matra charger aio yeto garnu bhaiena ne hajur narko ko pani charger pathaunu paro,negative,0
"Babal xa product, man paryo. 😊",babal xa product man paryo,positive,1
Paisa khera gayo. !!,paisa khera gayo,negative,0
Theekai xa. 😐,theekai xa,neutral,2
Ekdam ramro. Thanks Daraz.,ekdam ramro thanks daraz,positive,1
"Babal xa product, man paryo. !!!",babal xa product man paryo,positive,1
Saman ramro ayo. !!!,saman ramro ayo,positive,1
"Babal xa product, man paryo. 😊",babal xa product man paryo,positive,1
Paisa khera gayo. !!,paisa khera gayo,negative,0
"Babal xa product, man paryo. ❤️",babal xa product man paryo,positive,1
